E. Edificación y Vivienda
Mercado de la vivienda
Compra-Venta de Viviendas
Estadística registral inmobiliaria: datos anuales por distritos
4.2.1.1. Transacciones de vivienda por Distrito y Barrio según Tipo
;;2018;2018;2018;2018;2018;2019;2019;2019;2019;2019;2020;2020;2020;2020;2020;2021;2021;2021;2021;2021;2022;2022;2022;2022;2022;2023;2023;2023;2023;2023;2024;2024;2024;2024;2024
;;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas;Total viviendas;Nuevas Total;Nuevas Libres;Nuevas VPO;Usadas
Ciudad de Madrid;Ciudad de Madrid;38.330;8.362;7.412;950;29.968;34.754;7.175;6.414;761;27.579;25.332;6.070;5.287;783;19.262;35.436;7.668;6.371;1.297;27.768;40.723;6.700;6.003;697;34.023;35.035;6.334;5.847;487;28.701;37.479;6.533;6.137;396;30.946
16. Hortaleza;165. Apóstol Santiago;131;18;9;9;113;120;12;3;9;108;88;6;5;1;82;110;17;14;3;93;146;14;12;2;132;138;8;5;3;130;138;11;9;2;127
16. Hortaleza;166. Valdefuentes;1.426;1.018;933;85;408;1.052;774;633;141;278;392;197;172;25;195;1.202;911;868;43;291;1.363;694;665;29;669;674;262;236;26;412;596;228;208;20;368
17. Villaverde;17. Villaverde;1.785;1.194;985;209;591;2.251;1.363;1.085;278;888;1.026;443;438;5;583;907;296;288;8;611;550;158;155;3;392;837;187;182;5;650;917;191;184;7;726
17. Villaverde;"171. Villaverde Alto, Casco Histórico de Villaverde";637;565;526;39;72;438;226;216;10;212;240;57;57;0;183;286;100;100;0;186;30;13;13;0;17;11;0;0;0;11;96;16;16;0;80
17. Villaverde;172. San Cristóbal;248;63;60;3;185;293;74;72;2;219;133;35;34;1;98;119;19;16;3;100;159;37;37;0;122;316;75;73;2;241;294;70;66;4;224
17. Villaverde;173. Butarque;217;134;117;17;83;536;439;332;107;97;260;210;207;3;50;71;14;13;1;57;119;55;55;0;64;165;43;43;0;122;136;29;28;1;107
17. Villaverde;174. Los Rosales;298;68;62;6;230;291;59;55;4;232;181;37;36;1;144;172;19;16;3;153;223;44;41;3;179;336;68;65;3;268;325;59;57;2;266
17. Villaverde;175. Ángeles;385;364;220;144;21;693;565;410;155;128;212;104;104;0;108;259;144;143;1;115;19;9;9;0;10;9;1;1;0;8;66;17;17;0;49
18. Villa de Vallecas;18. Villa de Vallecas;1.539;486;479;7;1.053;1.663;695;691;4;968;977;422;360;62;555;1.040;282;265;17;758;1.331;327;317;10;1.004;1.289;455;446;9;834;1.197;385;380;5;812
18. Villa de Vallecas;181. Casco Histórico de Vallecas;326;76;71;5;250;321;108;105;3;213;271;49;44;5;222;383;109;95;14;274;516;139;132;7;377;419;107;99;8;312;382;70;65;5;312
18. Villa de Vallecas;182. Santa Eugenia;168;7;7;0;161;202;31;30;1;171;117;5;5;0;112;178;0;0;0;178;192;14;14;0;178;139;2;2;0;137;157;3;3;0;154
18. Villa de Vallecas;183. Ensanche de Vallecas;1.044;403;401;2;641;1.085;501;501;0;584;589;368;311;57;221;479;173;170;3;306;622;173;170;3;449;730;345;344;1;385;658;312;312;0;346
19. Vicálvaro;19. Vicálvaro;772;356;175;181;416;955;206;119;87;749;950;707;210;497;243;2.180;1.707;719;988;473;1.766;1.225;846;379;541;1.647;1.198;987;211;449;1.227;707;577;130;520
19. Vicálvaro;191. Casco Histórico de Vicálvaro;311;23;20;3;288;273;7;7;0;266;197;9;9;0;188;341;16;15;1;325;414;16;16;0;398;440;121;121;0;319;474;111;111;0;363
19. Vicálvaro;192. Valdebernardo;64;32;21;11;32;45;8;7;1;37;30;9;6;3;21;57;11;6;5;46;68;20;18;2;48;37;6;5;1;31;41;6;4;2;35
19. Vicálvaro;193. Valderribas;100;7;6;1;93;68;8;8;0;60;36;4;2;2;32;98;7;7;0;91;96;9;7;2;87;85;3;3;0;82;85;7;7;0;78
19. Vicálvaro;194. El Cañaveral;294;294;128;166;0;568;183;97;86;385;685;685;193;492;0;1.682;1.673;691;982;9;1.188;1.180;805;375;8;1.085;1.068;858;210;17;626;583;455;128;43
20. San Blas-Canillejas;20. San Blas-Canillejas;1.743;69;65;4;1.674;1.757;49;49;0;1.708;1.159;139;137;2;1.020;1.815;307;304;3;1.508;1.861;134;134;0;1.727;2.130;549;546;3;1.581;1.883;324;308;16;1.559
20. San Blas-Canillejas;201. Simancas;498;6;6;0;492;380;5;5;0;375;257;5;5;0;252;324;2;2;0;322;383;15;15;0;368;358;9;9;0;349;412;31;31;0;381
20. San Blas-Canillejas;202. Hellín;144;0;0;0;144;130;1;1;0;129;101;0;0;0;101;161;0;0;0;161;188;0;0;0;188;175;1;1;0;174;183;18;14;4;165
20. San Blas-Canillejas;203. Amposta;151;6;6;0;145;136;2;2;0;134;85;1;1;0;84;123;6;5;1;117;170;8;8;0;162;146;3;3;0;143;154;54;54;0;100
20. San Blas-Canillejas;204. Arcos;240;17;13;4;223;206;8;8;0;198;260;115;114;1;145;438;223;222;1;215;328;64;64;0;264;237;11;10;1;226;276;137;127;10;139
20. San Blas-Canillejas;205. Rosas;170;25;25;0;145;137;26;26;0;111;98;8;8;0;90;150;7;6;1;143;148;15;15;0;133;124;10;9;1;114;161;16;14;2;145
20. San Blas-Canillejas;206. Rejas;171;4;4;0;167;371;2;2;0;369;124;9;8;1;115;255;64;64;0;191;238;25;25;0;213;694;506;505;1;188;229;21;21;0;208
20. San Blas-Canillejas;207. Canillejas;266;9;9;0;257;312;4;4;0;308;173;1;1;0;172;289;4;4;0;285;315;7;7;0;308;320;3;3;0;317;395;42;42;0;353
20. San Blas-Canillejas;208. El Salvador;103;2;2;0;101;85;1;1;0;84;61;0;0;0;61;71;1;1;0;70;91;0;0;0;91;76;6;6;0;70;73;5;5;0;68
21. Barajas;21. Barajas;595;193;190;3;402;563;155;155;0;408;598;330;328;2;268;476;76;76;0;400;672;119;116;3;553;412;61;59;2;351;402;47;46;1;355
21. Barajas;211. Alameda de Osuna;216;58;58;0;158;288;61;61;0;227;155;55;55;0;100;182;26;26;0;156;322;56;56;0;266;141;15;15;0;126;132;14;14;0;118
21. Barajas;212. Aeropuerto;19;0;0;0;19;14;0;0;0;14;12;0;0;0;12;10;0;0;0;10;18;1;0;1;17;13;0;0;0;13;18;1;1;0;17
21. Barajas;213. Casco Histórico de Barajas;99;13;13;0;86;72;8;8;0;64;41;1;1;0;40;75;6;6;0;69;120;28;28;0;92;94;12;12;0;82;109;15;15;0;94
21. Barajas;214. Timón;155;87;84;3;68;125;78;78;0;47;328;269;267;2;59;120;30;30;0;90;118;31;29;2;87;104;33;32;1;71;85;11;10;1;74
21. Barajas;215. Corralejos;106;35;35;0;71;64;8;8;0;56;62;5;5;0;57;89;14;14;0;75;94;3;3;0;91;60;1;0;1;59;58;6;6;0;52
00. No consta;00. No consta;64;19;19;0;45;626;126;109;17;500;1.126;126;109;17;500;371;70;67;3;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;
;
"Fuente: Colegio de Registradores de la Propiedad, Bienes Muebles y Mercantiles de España"
"Observaciones: Tasa de cobertura:  La información recoge el 96,8% de las transmisiones de 2007;97,6% de 2008;98,1% de 2009;96,2% de 2010;97,9% de 2011;97,5% de 2012;97,5% de 2013;96,4% de 2014;98,1% de 2009; 96,2% de 2010;97,9% de 2011;97,5% de 2012;97,5% de 2013;96,4% de 2014;96,1% de 2015;97,3% de 2016;97,1% de 2017;98,0% de 2018; 98,4% de 2019; 95,3% de 2020;95,6% del 2021,97,5% de 2022;97,5 de 2023 y 97,7 de 2024 (compraventas de viviendas con transmisión del 100% del dominio sobre la propiedad) y de las constituciones de hipotecas recogidas por los Registros de la Propiedad y las referidas al municipio de Madrid. En 2017 cambia de nombre el barrio de San Andrés por Casco histórico de Villaverde; en Villa de Vallecas se crea el barrio Ensanche de Vallecas y en Vicálvaro se reestructuran los barrios. Para evitar ofrecer dar datos poco significativos, sólo se muestra el dato por barrio cuando se dispone de un número mínimo de 15 casos para calcular la media, pero el dato de distrito siempre recoge todos los casos."
